CustomerKey,GeographyKey,CustomerName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,Education,Occupation,HouseOwnerFlag,Address,FirstPurchaseDate
20134,259,Franklin Zhao,09-07-1967,M,M,franklin10@adventure-works.com,20000,Graduate Degree,Clerical,1,882 South St.,26-01-2014
20135,121,Grace Price,03-12-1966,M,F,grace47@adventure-works.com,10000,Bachelors,Manual,1,Werftstr 55434,01-07-2013
20136,277,Bonnie Kennedy,09-12-1972,M,F,bonnie13@adventure-works.com,10000,Bachelors,Manual,1,6158 May Way,04-01-2014
20137,135,Jarrod Fernandez,08-11-1966,M,M,jarrod15@adventure-works.com,10000,Bachelors,Manual,1,Hüttenstr 6114,06-12-2013
20138,128,Kendra Moreno,18-12-1940,M,F,kendra6@adventure-works.com,20000,Graduate Degree,Clerical,1,Pascalstr 9,06-02-2013
20139,369,Connor Wright,07-08-1984,M,M,connor48@adventure-works.com,10000,Bachelors,Manual,1,4592 Hill Drive,04-05-2013
20140,144,Joe Navarro,06-03-1964,M,M,joe33@adventure-works.com,10000,Bachelors,Manual,1,Auf der Krone 93,04-05-2013
20141,186,Angelica Flores,10-06-1964,M,F,angelica12@adventure-works.com,20000,Bachelors,Manual,1,6662 Torino Court,08-11-2013
20142,215,Lydia Lopez,06-05-1962,M,F,lydia15@adventure-works.com,10000,Partial College,Manual,1,"52, route de Marseille",31-01-2013
20143,128,Jimmy Suarez,31-03-1962,M,M,jimmy23@adventure-works.com,10000,Partial College,Manual,1,Königsteiner Straße 950,28-07-2013
20144,173,Roger Lin,21-12-1961,M,M,roger12@adventure-works.com,10000,Partial College,Manual,1,Am Gallberg 35,29-12-2013
20145,207,Fernando Lee,19-04-1971,M,M,fernando20@adventure-works.com,10000,Partial College,Manual,1,"63, allée des Princes",12-07-2013
20146,190,Mackenzie Hall,25-04-1951,M,F,mackenzie43@adventure-works.com,10000,Partial College,Manual,1,"5757, impasse Notre-Dame",15-02-2013
20147,230,Tabitha Ramos,08-01-1947,M,F,tabitha38@adventure-works.com,30000,Bachelors,Clerical,1,1645 Alicante Court,19-06-2013
20148,189,Terry Nath,18-12-1947,M,M,terry21@adventure-works.com,10000,Partial College,Manual,1,"333, rue de la Cavalerie",16-03-2013
20149,228,Heidi Arun,01-04-1948,M,F,heidi9@adventure-works.com,30000,Bachelors,Clerical,1,8605 Flamingo Dr,27-03-2011
20150,279,Gary Rubio,18-06-1948,M,M,gary30@adventure-works.com,40000,Graduate Degree,Clerical,1,6532 Pinecrest Rd,27-04-2011
20151,33,Jamie Guo,05-04-1986,M,F,jamie21@adventure-works.com,10000,Partial College,Manual,1,5636 Barcelona,01-10-2011
20152,40,Rafael She,05-01-1986,M,M,rafael23@adventure-works.com,10000,Partial College,Manual,1,5931 San Carlos,13-10-2011
20153,34,Diane Sanz,21-11-1984,M,F,diane25@adventure-works.com,10000,Partial College,Manual,0,5033 N. 8th St.,30-07-2013
20154,8,Raul Luo,01-04-1984,S,M,raul6@adventure-works.com,10000,Partial College,Manual,0,6253 Panorama Dr.,04-10-2011
20155,6,Jay Fernandez,06-04-1983,M,M,jay22@adventure-works.com,10000,Partial College,Manual,1,6589 Viewpoint Ct,29-06-2013
20156,39,Jay Madan,17-10-1982,S,M,jay14@adventure-works.com,10000,High School,Manual,0,5868 Clayton Road,22-10-2011
20157,2,Riley Reed,09-04-1983,M,F,riley39@adventure-works.com,10000,High School,Manual,0,615 Patterson Blvd.,07-10-2011
20158,35,Rodney Blanco,28-08-1984,S,M,rodney11@adventure-works.com,10000,High School,Manual,0,2012 Reisling Court,01-10-2011
20159,8,Ernest Zhu,01-12-1984,M,M,ernest14@adventure-works.com,20000,Bachelors,Clerical,1,2665 Escobar,13-10-2011
20160,32,George Garcia,08-05-1984,S,M,george21@adventure-works.com,20000,Bachelors,Clerical,1,4760 Bryce Dr.,29-09-2011
20161,225,Albert Sanz,16-06-1954,S,M,albert20@adventure-works.com,20000,Partial College,Manual,1,"87, rue de la Comédie",26-06-2013
20162,155,Kelsey Nath,02-03-1949,M,F,kelsey17@adventure-works.com,20000,Partial College,Manual,1,Moritzstr 5,12-02-2012
20163,166,Krystal Zhang,29-10-1948,M,F,krystal0@adventure-works.com,20000,Partial College,Manual,1,Kappellweg 222,29-03-2012
20164,242,Carol Ann Rockne,11-01-1949,M,M,carolann0@adventure-works.com,30000,Bachelors,Clerical,1,1312 Skycrest Drive,26-04-2011
20165,266,Kristina Mehta,20-09-1948,M,F,kristina14@adventure-works.com,30000,Bachelors,Clerical,1,2581 Bentley Ct,04-04-2011
20166,118,Monique Gutierrez,24-03-1967,S,F,monique7@adventure-works.com,30000,Graduate Degree,Clerical,1,Herzogstr 29908,13-03-2012
20167,248,Joe Serrano,08-01-1972,S,M,joe40@adventure-works.com,30000,Graduate Degree,Clerical,1,7514 Laguna St.,07-05-2011
20168,126,Jessie Serrano,31-01-1966,M,F,jessie35@adventure-works.com,10000,High School,Manual,1,Am Grossen Dern 4983,31-12-2013
20169,175,Garrett Gray,25-03-1966,S,M,garrett11@adventure-works.com,20000,Partial College,Manual,0,Höhenstr 6466,25-01-2014
20170,264,Jerome Martin,20-12-1965,M,M,jerome0@adventure-works.com,30000,Graduate Degree,Clerical,1,7370 Mission Drive,14-05-2011
20171,133,Bailey King,25-03-1965,M,F,bailey39@adventure-works.com,20000,Partial College,Manual,1,Marketplatz 5492,17-03-2012
20172,263,Kelli Gao,13-11-1970,S,F,kelli16@adventure-works.com,30000,Graduate Degree,Clerical,1,1619 Mills Dr.,20-05-2011
20173,247,Dennis Zhao,01-05-1981,M,M,dennis12@adventure-works.com,40000,Bachelors,Skilled Manual,1,2676 Santa Fe Street,20-06-2011
20174,140,Douglas Gonzalez,17-10-1978,M,M,douglas22@adventure-works.com,20000,Partial High School,Manual,0,Potsdamer Straße 993,16-10-2013
20175,183,Alisha Lu,01-10-1979,S,F,alisha11@adventure-works.com,30000,Partial College,Clerical,0,"8184, rue Malar",09-07-2013
20176,127,Antonio Alexander,05-06-1986,S,M,antonio19@adventure-works.com,20000,Partial High School,Manual,0,Parise Straße 155,01-10-2013
20177,216,Kelvin Li,05-05-1986,S,M,kelvin23@adventure-works.com,20000,Partial High School,Manual,1,"1406, rue Maillard",11-06-2013
20178,183,Deborah Anand,23-08-1985,S,F,deborah22@adventure-works.com,20000,Partial High School,Manual,0,"4, rue Descartes",21-03-2013
20179,271,Denise Patel,01-04-1984,S,F,denise5@adventure-works.com,30000,High School,Manual,0,3518 Black Pine Lane,01-06-2013
20180,335,Amanda Sanders,31-12-1967,M,F,amanda20@adventure-works.com,70000,Partial College,Skilled Manual,1,1456 Bouncing Road,01-01-2013
20181,343,Catherine Brooks,17-09-1967,M,F,catherine2@adventure-works.com,70000,Partial College,Skilled Manual,1,6866 Concord Blvd.,10-01-2013
20182,70,Isabelle Price,23-12-1967,M,F,isabelle0@adventure-works.com,70000,Partial College,Skilled Manual,1,5412 Iris Ct,04-12-2011
20183,543,Sophia Allen,04-05-1979,M,F,sophia21@adventure-works.com,70000,Partial College,Skilled Manual,1,7502 Baltic Sea Ct.,29-01-2013
20184,536,Jessica Richardson,30-10-1966,M,F,jessica12@adventure-works.com,40000,High School,Skilled Manual,1,8938 Violet Ct.,26-04-2013
20185,316,Xavier Cooper,05-03-1967,S,M,xavier75@adventure-works.com,40000,High School,Skilled Manual,1,1627 Alhambra Ave.,16-09-2013
20186,64,Connor Li,05-04-1967,M,M,connor21@adventure-works.com,40000,High School,Skilled Manual,1,3737 Bellord Ct,01-01-2012
20187,372,Robert King,08-03-1967,M,M,robert61@adventure-works.com,60000,Partial College,Skilled Manual,1,5102 Sycamore Drive,16-06-2013
20188,51,Kimberly Watson,02-01-1967,M,F,kimberly3@adventure-works.com,60000,Partial College,Skilled Manual,1,1359 Montgomery Avenue,16-01-2012
20189,66,Grace Hall,19-02-1978,S,F,grace23@adventure-works.com,50000,Partial College,Skilled Manual,0,9547 Stephine Way,15-09-2013
20190,631,Angela Reed,25-03-1973,S,F,angela46@adventure-works.com,50000,Partial College,Skilled Manual,1,7925 Meadow Lane,20-06-2013
20191,299,Chad Rai,07-09-1972,S,M,chad18@adventure-works.com,60000,Graduate Degree,Professional,1,6123 Lancelot Dr.,28-06-2013
20192,299,Amber Campbell,15-02-1973,S,F,amber6@adventure-works.com,60000,Graduate Degree,Professional,0,2314 Chelsea Way,14-06-2013
20193,339,Alyssa Gray,11-06-1978,S,F,alyssa40@adventure-works.com,60000,Graduate Degree,Professional,0,8343 Briowes Valley Rd,10-06-2013
20194,359,Connor Campbell,08-05-1966,M,M,connor36@adventure-works.com,60000,Partial College,Skilled Manual,1,5099 Park Lane Circle,23-06-2013
20195,614,Blake Wilson,09-04-1966,M,M,blake6@adventure-works.com,60000,Partial College,Skilled Manual,0,9241 St George Dr.,02-06-2013
20196,546,Cameron Perry,21-06-1966,M,M,cameron2@adventure-works.com,60000,Partial College,Skilled Manual,1,670 Echo Canyon Lane,27-06-2013
20197,542,Olivia Johnson,19-12-1965,M,F,olivia1@adventure-works.com,60000,Partial College,Skilled Manual,1,4351 Charlotte Ave.,23-06-2013
20198,347,Sierra Evans,14-03-1965,S,F,sierra0@adventure-works.com,60000,Bachelors,Professional,1,5183 Camino Estrada,13-06-2013
20199,345,Hailey Cook,26-03-1965,M,F,hailey4@adventure-works.com,70000,Graduate Degree,Professional,1,2061 Matchstick Drive,20-02-2013
20200,638,Noah Gonzales,19-08-1964,M,M,noah14@adventure-works.com,70000,Graduate Degree,Professional,1,9580 Kalima Place,28-01-2013
20201,335,Chloe Harris,14-02-1965,M,F,chloe24@adventure-works.com,70000,Graduate Degree,Professional,1,9301 Eureka Lane,28-01-2014
20202,50,Alexandra Jones,31-05-1965,M,F,alexandra66@adventure-works.com,70000,Graduate Degree,Professional,1,4386 Ryan Rd.,08-12-2013
20203,536,Roy Blanco,18-03-1976,M,M,roy35@adventure-works.com,80000,Graduate Degree,Professional,1,3416 Cunha Ct,22-09-2013
20204,299,Renee Carlson,24-07-1970,M,F,renee16@adventure-works.com,80000,Graduate Degree,Professional,1,845 Olive Ave,30-01-2013
20205,536,Bryce Cox,08-08-1963,S,M,bryce9@adventure-works.com,60000,Bachelors,Professional,0,3625 Pinehurst Court,12-06-2013
20206,52,Olivia Murphy,08-12-1963,M,F,olivia31@adventure-works.com,60000,Bachelors,Professional,1,628 Marina Lakes Drive,05-01-2012
20207,331,Angel Bailey,21-04-1969,M,M,angel15@adventure-works.com,60000,Bachelors,Professional,1,9440 Newell Ave.,12-06-2013
20208,51,Austin Hayes,22-11-1963,M,M,austin19@adventure-works.com,60000,Bachelors,Professional,1,8746 Gonzalez Ct,31-12-2011
20209,52,Andrea Turner,07-12-1963,M,F,andrea30@adventure-works.com,60000,Bachelors,Professional,1,6588 Palms Drive,18-01-2012
20210,546,Stephanie Powell,03-04-1964,M,F,stephanie36@adventure-works.com,80000,Graduate Degree,Professional,1,2407 Erie Dr.,17-02-2013
20211,22,Scott Rodgers,12-11-1973,M,M,scott10@adventure-works.com,60000,Bachelors,Professional,1,9860 Brookview Drive,16-10-2011
20212,18,Krista Alonso,19-09-1975,M,F,krista9@adventure-works.com,80000,Graduate Degree,Management,1,5951 Snowberry Court,20-05-2013
20213,2,Gina Dominguez,09-08-1975,S,F,gina13@adventure-works.com,80000,Graduate Degree,Management,1,6751 Yosemite Ct.,02-10-2011
20214,25,Trisha Liu,08-03-1974,S,F,trisha22@adventure-works.com,60000,Bachelors,Professional,0,7104 Roland Ct.,13-10-2011
20215,4,Ioannis Xylaras,31-05-1974,S,F,ioannis0@adventure-works.com,60000,Bachelors,Professional,0,3797 Concord Royale,21-10-2011
20216,29,Shawn Chander,18-12-1973,M,M,shawn17@adventure-works.com,60000,Bachelors,Professional,1,1395 Bonanza,23-10-2011
20217,20,Valerie Wang,07-09-1983,M,F,valerie2@adventure-works.com,70000,Bachelors,Professional,0,1867 Sahara Drive,10-10-2011
20218,22,Drew Xie,09-08-1978,M,M,drew3@adventure-works.com,70000,Bachelors,Professional,0,194 Hoover Court,24-04-2013
20219,21,Colleen Harrison,20-04-1975,M,F,colleen19@adventure-works.com,110000,Graduate Degree,Management,0,5938 Greenwood Circle,18-10-2011
20220,21,Wendy Carlson,14-01-1975,S,F,wendy17@adventure-works.com,110000,Graduate Degree,Management,1,9507 Mountaire Drive,27-10-2011
20221,36,Kaylee Sanders,11-05-1980,M,F,kaylee2@adventure-works.com,120000,Graduate Degree,Management,0,7287 Cashew Ln,18-10-2011
20222,2,Melissa Morgan,12-12-1978,M,F,melissa35@adventure-works.com,70000,Bachelors,Professional,0,8167 Grant St,07-06-2013
20223,26,Terrance Malhotra,04-10-1978,M,M,terrance3@adventure-works.com,70000,Bachelors,Professional,1,6366 Baker Dr.,05-11-2013
20224,6,Lawrence Gill,01-03-1972,M,M,lawrence12@adventure-works.com,80000,Graduate Degree,Management,0,4836 Marina,03-10-2013
20225,19,Sharon Rai,30-04-1972,S,F,sharon23@adventure-works.com,90000,Bachelors,Professional,1,2236 Buena Vista Ave,18-10-2011
20226,29,Valerie She,06-10-1971,M,F,valerie25@adventure-works.com,90000,Bachelors,Professional,1,4625 Westcliffe Place,11-10-2011
20227,15,Louis Zhang,07-05-1972,M,M,louis38@adventure-works.com,90000,Bachelors,Professional,1,5099 Park Lane Circle,21-10-2011
20228,37,Raymond Arthur,21-12-1971,M,M,raymond8@adventure-works.com,100000,Graduate Degree,Management,1,5643 Palms Dr.,28-10-2011
20229,33,Austin Walker,24-02-1971,M,M,austin38@adventure-works.com,60000,Bachelors,Professional,1,6400 Sunshine Drive,19-08-2013
20230,19,Gary Munoz,08-04-1976,M,M,gary18@adventure-works.com,60000,Bachelors,Professional,1,3064 Whyte Park Ave.,13-06-2013
20231,32,Kelvin Zhou,09-08-1970,S,M,kelvin28@adventure-works.com,70000,Bachelors,Professional,0,7121 Oakleaf Ct.,23-05-2013
20232,31,Franklin Chande,08-11-1969,M,M,franklin32@adventure-works.com,60000,Bachelors,Professional,1,867 Calico Way,13-06-2013
20233,16,Jenny Raje,05-10-1969,S,F,jenny36@adventure-works.com,60000,Bachelors,Professional,1,1245 West Hookston Road,03-05-2013
20234,12,Gerald Mehta,19-04-1970,S,M,gerald1@adventure-works.com,60000,Bachelors,Professional,1,9279 Masonic Dr.,23-02-2013
20235,2,Kenneth Deng,20-11-1969,S,M,kenneth2@adventure-works.com,60000,Bachelors,Professional,1,2639 Tea Lane,13-12-2013
20236,33,Cesar Chandra,10-09-1968,S,M,cesar2@adventure-works.com,60000,Bachelors,Professional,0,4217 Fairlane Place,27-10-2011
20237,25,Hunter Yang,18-08-1968,M,M,hunter22@adventure-works.com,70000,Bachelors,Professional,0,436 Logan Court,01-02-2013
20238,20,Anna Watson,12-06-1973,S,F,anna22@adventure-works.com,90000,Bachelors,Professional,1,3123 Bonita Ave,21-10-2011
20239,2,Jill Ortega,21-06-1984,M,F,jill30@adventure-works.com,90000,Bachelors,Professional,1,2824 Meadowvale Court,23-10-2011
20240,30,Beth Rubio,29-09-1966,M,F,beth23@adventure-works.com,60000,Partial College,Skilled Manual,1,958 Hilltop Dr.,16-10-2013
20241,9,Cesar Mehta,31-01-1967,M,M,cesar13@adventure-works.com,60000,Partial College,Skilled Manual,0,9182 Newcastle Road,13-10-2011
20242,18,Christopher Thomas,03-01-1937,M,M,christopher11@adventure-works.com,120000,Graduate Degree,Management,0,9650 Leisure Lane,09-10-2011
20243,33,Tamara Ye,19-12-1971,S,F,tamara40@adventure-works.com,100000,Graduate Degree,Management,0,8524 C Mt. Hood Circle,22-05-2013
20244,22,Dawn Raji,14-11-1971,S,F,dawn45@adventure-works.com,100000,Graduate Degree,Management,0,7710 Medina Drive,18-10-2011
20245,34,Darren Malhotra,06-02-1972,S,M,darren7@adventure-works.com,100000,Graduate Degree,Management,1,7875 Northridge Road,01-10-2011
20246,25,Mindy Xu,15-02-1977,M,F,mindy9@adventure-works.com,100000,Bachelors,Professional,0,4144 Show Rd.,30-09-2011
20247,31,Kristina Lopez,23-01-1972,S,F,kristina17@adventure-works.com,100000,Bachelors,Professional,0,8477 Riverwood Circle,05-10-2011
20248,35,Gina Suarez,31-08-1965,M,F,gina19@adventure-works.com,60000,Partial College,Skilled Manual,1,8662 Bailey Rd.,26-12-2013
20249,17,Tasha Kumar,31-12-1965,S,F,tasha8@adventure-works.com,60000,Partial College,Skilled Manual,1,9369 Mt. Tooth Pl.,16-10-2011
20250,23,Charles Garcia,24-12-1965,M,M,charles20@adventure-works.com,60000,Partial College,Skilled Manual,1,369 Peabody Road,18-04-2013
20251,26,Luis Li,01-08-1965,M,M,luis26@adventure-works.com,60000,Partial College,Skilled Manual,1,5315 Wildewood Dr,22-04-2013
20252,6,Darrell Raje,20-06-1971,M,M,darrell3@adventure-works.com,60000,Partial College,Skilled Manual,1,9891 Serene Ct.,01-09-2013
20253,28,Veronica Kapoor,09-04-1976,S,F,veronica1@adventure-works.com,70000,Bachelors,Professional,0,2282 Nulty Dr,30-09-2011
20254,12,Dana Gutierrez,13-11-1970,S,F,dana3@adventure-works.com,80000,Bachelors,Professional,1,9287 Pecan Pl,16-09-2013
20255,18,Stephanie Russell,01-08-1976,M,F,stephanie47@adventure-works.com,80000,Bachelors,Professional,1,3261 Vista Bonita,10-02-2013
20256,36,Javier Serrano,01-05-1975,S,M,javier11@adventure-works.com,70000,Bachelors,Professional,0,8779 Knollview Court,10-11-2011
20257,40,Roy Carlson,22-07-1975,S,M,roy38@adventure-works.com,70000,Bachelors,Professional,0,5377 Sahara Dr.,24-01-2014
20258,20,Katelyn Ward,18-10-1979,S,F,katelyn11@adventure-works.com,70000,Bachelors,Professional,0,5854 Baird Court,22-11-2011
20259,39,Jenny Andersen,24-09-1974,S,F,jenny35@adventure-works.com,70000,Bachelors,Professional,0,9808 Holiday Hills,01-11-2011
20260,21,Ethan Martinez,15-11-1967,S,M,ethan31@adventure-works.com,60000,Partial College,Skilled Manual,1,6144 Silver Oak Pl.,10-11-2011
20261,23,Mariah Rivera,23-09-1967,M,F,mariah41@adventure-works.com,60000,Partial College,Skilled Manual,1,8257 Almondwood Drive,13-11-2011
20262,37,Brett Prasad,29-11-1967,M,M,brett9@adventure-works.com,70000,Partial College,Skilled Manual,1,8229 Crawford Street,01-07-2013
20263,16,Steve Zhou,14-06-1968,S,M,steve12@adventure-works.com,70000,Partial College,Skilled Manual,1,4032 Woodruff Ln.,26-11-2013
20264,28,Jay Carlson,23-10-1972,S,M,jay48@adventure-works.com,60000,Partial College,Skilled Manual,1,6145 Frisbie Court,23-11-2011
20265,25,Clarence Guo,04-11-1966,M,M,clarence10@adventure-works.com,60000,Partial College,Skilled Manual,1,5474 Jason Ct.,13-03-2013
20266,31,Summer Gonzalez,23-07-1972,M,F,summer16@adventure-works.com,70000,Partial College,Skilled Manual,0,5155 Centennial Way,20-04-2013
20267,7,Monica Garcia,05-08-1971,M,F,monica15@adventure-works.com,70000,Partial College,Skilled Manual,1,7882 Las Lomas Way,05-08-2013
20268,36,Jorge He,07-07-1971,M,M,jorge21@adventure-works.com,70000,Partial College,Skilled Manual,1,8273 Glacier Drive,23-10-2013
20269,32,Hunter Foster,23-10-1960,M,M,hunter13@adventure-works.com,10000,High School,Skilled Manual,0,1729 Panorama Drive,28-10-2013
20270,329,Kevin Phillips,01-11-1981,M,M,kevin43@adventure-works.com,30000,High School,Skilled Manual,1,2756 Eastgate Ave.,22-04-2013
20271,299,Barry Fernandez,18-08-1981,S,M,barry16@adventure-works.com,30000,High School,Skilled Manual,0,4844 Spring Water St,17-07-2013
20272,609,Seth James,20-10-1980,S,M,seth72@adventure-works.com,40000,High School,Skilled Manual,0,2132 Virginia Lane,24-09-2013
20273,69,Katherine Martin,27-04-1982,S,F,katherine85@adventure-works.com,40000,High School,Skilled Manual,1,7895 Stanley Dollar Dr.,28-09-2013
20274,607,Brent Wang,19-10-1981,M,M,brent1@adventure-works.com,40000,High School,Skilled Manual,1,548 Stony Hill Circle,02-08-2013
20275,542,Angela Kelly,05-07-1985,M,F,angela28@adventure-works.com,30000,High School,Skilled Manual,0,463 Creekside Drive,13-01-2014
20276,637,Haley Sanchez,26-03-1986,S,F,haley1@adventure-works.com,30000,High School,Skilled Manual,1,517 South St.,05-01-2014
20277,36,Mary Hall,25-01-1943,M,F,mary35@adventure-works.com,30000,Partial College,Clerical,0,8367 Frisbie Ct.,03-05-2013
20278,311,Alisha Oliver,04-03-1983,M,F,alisha36@adventure-works.com,40000,High School,Skilled Manual,1,9609 W 74th St.,03-03-2013
20279,326,Trevor Henderson,11-07-1982,S,M,trevor4@adventure-works.com,40000,High School,Skilled Manual,1,251 Ravenwood Dr.,16-03-2013
20280,53,Joshua Harris,06-03-1985,S,M,joshua15@adventure-works.com,30000,Partial High School,Clerical,0,2040 Encino Drive,16-03-2013
20281,607,Karl Xie,25-10-1984,S,M,karl3@adventure-works.com,40000,High School,Skilled Manual,0,4039 Elkwood Dr.,18-06-2013
20282,11,Trisha Xu,30-06-1944,S,F,trisha7@adventure-works.com,40000,Bachelors,Management,1,8627 Shenandoah Drive,05-07-2013
20283,14,Katie Shen,05-12-1951,M,F,katie5@adventure-works.com,40000,Bachelors,Management,1,4910 Melinda Court,06-11-2011
20284,14,Deanna Ashe,09-12-1948,S,F,deanna10@adventure-works.com,60000,Graduate Degree,Management,1,5290 Pennsylvania Blvd,11-11-2011
20285,623,Aaron Alexander,20-04-1982,M,M,aaron18@adventure-works.com,40000,High School,Skilled Manual,1,5021 Rio Grande Drive,13-12-2013
20286,298,Stacey Wu,05-05-1982,S,F,stacey7@adventure-works.com,40000,Partial College,Skilled Manual,0,7647 Valencia Place,24-04-2013
20287,307,Destiny Simmons,20-05-1982,S,F,destiny63@adventure-works.com,40000,Partial College,Skilled Manual,1,8540 Donegal Road,11-09-2013
20288,329,Jeremiah Edwards,22-07-1981,S,M,jeremiah23@adventure-works.com,40000,Partial College,Skilled Manual,0,6510 Hacienda Drive,09-11-2013
20289,339,Jada Richardson,09-12-1981,S,F,jada4@adventure-works.com,40000,Partial College,Skilled Manual,0,1781 Jumping St.,22-08-2013
20290,369,Austin Simmons,22-06-1982,S,M,austin11@adventure-works.com,40000,Partial College,Skilled Manual,0,9717 Hiliday Hills Drive,09-04-2013
20291,358,Alexis Walker,02-05-1981,S,F,alexis20@adventure-works.com,40000,High School,Skilled Manual,0,4464 Seal Way,23-06-2013
20292,314,Katherine Ross,16-07-1985,S,F,katherine29@adventure-works.com,30000,Partial College,Skilled Manual,0,3421 Gehringer Drive,30-10-2013
20293,339,Rachel Jackson,02-11-1979,S,F,rachel14@adventure-works.com,30000,Partial College,Skilled Manual,1,7509 Parkside Dr.,15-09-2013
20294,385,Julia Davis,10-08-1985,S,F,julia27@adventure-works.com,30000,Partial College,Skilled Manual,0,4469 Rain Drop Circle,13-09-2013
20295,642,Christopher Brown,03-05-1979,M,M,christopher4@adventure-works.com,60000,Partial College,Skilled Manual,0,4895 Pine Creek Way,13-06-2013
20296,302,Morgan Diaz,27-08-1978,S,F,morgan91@adventure-works.com,60000,Partial College,Skilled Manual,0,2546 Fawn Glen Circle,30-05-2013
20297,299,Valerie Wu,10-09-1978,S,F,valerie8@adventure-works.com,130000,Graduate Degree,Management,0,4250 Park Tree Ct,12-03-2013
20298,301,Edgar Arun,02-04-1978,S,M,edgar7@adventure-works.com,150000,Graduate Degree,Management,0,1077 Willow Court,26-01-2014
20299,54,Megan Cook,06-05-1974,M,F,megan32@adventure-works.com,90000,Bachelors,Management,1,8370 Acardia Pl.,13-04-2013
20300,68,Xavier Garcia,21-12-1973,S,M,xavier14@adventure-works.com,90000,Partial College,Skilled Manual,0,5313 Haynes Court,25-09-2013
20301,609,Gloria Bradley,19-10-1979,M,F,gloria16@adventure-works.com,90000,Partial College,Skilled Manual,1,1940 C Mt. Hood Circle,23-05-2013
20302,302,Tasha Andersen,16-11-1979,S,F,tasha14@adventure-works.com,130000,Graduate Degree,Management,0,4440 Algiers Drive,24-03-2013
20303,310,Bryce Morgan,23-10-1973,M,M,bryce12@adventure-works.com,160000,Graduate Degree,Management,1,1509 Orangewood Ave.,24-03-2013
20304,644,Jesse Edwards,19-02-1985,S,M,jesse25@adventure-works.com,40000,High School,Skilled Manual,0,917 Sunset Meadows Ln.,19-06-2013
20305,298,Caleb Ross,24-06-1985,S,M,caleb0@adventure-works.com,30000,Partial College,Skilled Manual,0,9759 Dover Way,06-10-2013
20306,311,Mary Baker,11-05-1985,S,F,mary30@adventure-works.com,30000,Partial College,Skilled Manual,0,7191 Margo Drive,01-05-2013
20307,312,Natalie Blue,19-09-1984,S,F,natalie7@adventure-works.com,30000,Partial College,Skilled Manual,1,2345 Yorba Linda,09-06-2013
20308,335,Pieter Uittenbogaard,24-04-1985,M,F,pieter1@adventure-works.com,30000,Partial College,Skilled Manual,1,9722 Sudden Loop,18-03-2013
20309,7,Cristina Sharma,08-11-1955,M,F,cristina9@adventure-works.com,10000,High School,Skilled Manual,1,7709 Atchinson Stage Ct.,04-01-2014
20310,337,Timothy Ramirez,01-10-1984,S,M,timothy8@adventure-works.com,60000,Partial College,Skilled Manual,1,7864 East 88th St.,19-06-2013
20311,338,Cole Bell,10-08-1984,M,M,cole14@adventure-works.com,60000,Partial College,Skilled Manual,0,9406 Leed Court W.,17-11-2013
20312,54,Ryan Lewis,19-11-1983,M,M,ryan57@adventure-works.com,40000,Partial High School,Clerical,0,6391 Arcadia Place,06-05-2013
20313,536,Oscar Bennett,10-05-1984,S,M,oscar10@adventure-works.com,40000,Partial College,Skilled Manual,0,9961 Tice,02-12-2013
20314,17,Russell Deng,12-05-1953,M,M,russell5@adventure-works.com,10000,High School,Skilled Manual,0,5301 Loeffler Lane,22-11-2013
20315,644,Devin Ramirez,22-02-1984,S,M,devin74@adventure-works.com,40000,Partial College,Skilled Manual,1,2020 Augustine Dr.,15-06-2013
20316,29,Suzanne Zhang,12-03-1952,S,F,suzanne1@adventure-works.com,20000,High School,Skilled Manual,1,152 Scenic Ave.,26-02-2013
20317,4,Alex Green,19-11-1951,M,M,alex45@adventure-works.com,20000,High School,Skilled Manual,0,4296 Shadow Hill Road,28-03-2013
20318,54,Amanda Turner,30-10-1982,M,F,amanda48@adventure-works.com,60000,Graduate Degree,Skilled Manual,1,6518 Wilke Drive,03-02-2012
20319,612,Dylan Alexander,05-05-1977,M,M,dylan18@adventure-works.com,60000,Graduate Degree,Skilled Manual,1,6395 Deermeadow Way,14-06-2013
20320,298,Mindy Nath,03-04-1977,M,F,mindy23@adventure-works.com,60000,Graduate Degree,Skilled Manual,1,833 Boxwood,07-06-2013
20321,301,Colleen Chen,01-04-1977,M,F,colleen2@adventure-works.com,60000,Graduate Degree,Skilled Manual,1,6465 Brushcreek Dr,10-06-2013
20322,627,Rachel Wood,15-10-1968,S,F,rachel49@adventure-works.com,90000,Partial College,Professional,1,4877 Zona Rosa,25-12-2013
20323,634,Justin Coleman,31-03-1969,S,M,justin2@adventure-works.com,90000,Partial College,Professional,0,1358 Palmer Rd,21-03-2013
20324,298,Ashley Rodriguez,15-09-1974,M,F,ashley21@adventure-works.com,100000,Partial College,Professional,1,1480 Shoenic,29-03-2013
20325,345,Charles Williams,19-07-1968,S,M,charles5@adventure-works.com,130000,Bachelors,Management,0,6991 Mauna Kea Court,31-10-2013
20326,358,Paige Blue,07-02-1969,M,F,paige3@adventure-works.com,130000,Bachelors,Management,1,5882 Wheel Ave.,28-04-2013
20327,358,Sophia Perez,08-04-1974,M,F,sophia11@adventure-works.com,130000,Bachelors,Management,1,2229 Oak Rd.,18-05-2013
